paper_id,score,title,authors,session_type,session_time,session_location,pdf_url,relevant_to_users,read_by_users,topics
4266438,65,Language Modeling by Language Models,"Junyan Cheng, Peter Clark, Kyle Richardson",SD-2-1512,,"Exhibit Hall C,D,E",https://openreview.net/pdf/1dda401bc2d6f8ee17a263ac3f358eb51e094d8e.pdf,8,41,
4441444,65,Let the LLM Stick to Its Strengths: Learning to Route Economical LLM,"Yi-Kai Zhang, Shiyin Lu, Qing-Guo Chen, Weihua Luo, De-Chuan Zhan, Han-Jia Ye",SD-2-4203,,"Exhibit Hall C,D,E",https://openreview.net/pdf/f8ce3f48c335fa784e0e6aef63e636d13c30d93d.pdf,0,4,
4306624,65,AlgoTune: Can Language Models Speed Up General-Purpose Numerical Programs?,"Ori Press, Brandon Amos, Haoyu Zhao, Yikai Wu, Samuel Ainsworth, Dominik Krupke, Patrick Kidger, Touqir Sajed, Bartolomeo Stellato, ..., Ofir Press",SD-4-2514,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2507.15887,10,18,
3402481,65,BackdoorLLM: A Comprehensive Benchmark for Backdoor Attacks and Defenses on Large Language Models,"Yige Li, Hanxun Huang, Yunhan Zhao, Xingjun Ma, Jun Sun",SD-5-1405,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2408.12798,15,28,
4442047,64,DeepDiver: Adaptive Web-Search Intensity Scaling via Reinforcement Learning,"Wenxuan Shi, Haochen Tan, Chuqiao Kuang, Xiaoguang Li, Hanting Chen, Xiaozhe Ren, Yasheng Wang, Lu Hou, Lifeng Shang",SD-1-5301,,"Exhibit Hall C,D,E",https://openreview.net/pdf/4da779e56e6d170cf4fc07f2af1015f08b35314e.pdf,0,2,
4255911,64,OS-Harm: A Benchmark for Measuring Safety of Computer Use Agents,"Thomas Kuntz, Agatha Duzan, Hao Zhao, Francesco Croce, Zico Kolter, Nicolas Flammarion, Maksym Andriushchenko",SD-2-1312,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.14866,9,13,
4126392,64,ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning,"Mingyang Chen, Linzhuang Sun, Tianpeng Li, sunhaoze, ZhouYijie, Chenzheng Zhu, Haofen Wang, Jeff Z. Pan, Wen Zhang, ..., Weipeng Chen",SD-3-1900,,"Exhibit Hall C,D,E",https://openreview.net/pdf/3a4c411411ec8827c21b081ac099f93878bb8269.pdf,23,34,
4243067,64,VIKIâR: Coordinating Embodied Multi-Agent Cooperation via Reinforcement Learning,"Li Kang, Xiufeng Song, Heng Zhou, Yiran Qin, Jie Yang, Xiaohong Liu, Philip Torr, LEI BAI, Zhenfei Yin",SD-4-2310,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.09049,2,19,
4037027,64,AtmosSci-Bench: Evaluating the Recent Advance of Large Language Model for Atmospheric Science,"Chenyue Li, Wen Deng, Mengqian Lu, Binhang Yuan",SD-6-1606,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2502.01159,1,7,
4113210,63,DAPO: An Open-Source LLM Reinforcement Learning System at Scale,"Qiying Yu, Zheng Zhang, Ruofei Zhu, Yufeng Yuan, Xiaochen Zuo, YuYue, Weinan Dai, Tiantian Fan, Gaohong Liu, ..., Mingxuan Wang",SD-1-316,,"Exhibit Hall C,D,E",https://openreview.net/pdf/a5ca4684c1debe30e4fde4bd063a262d61e13db7.pdf,41,50,
4268729,63,World-aware Planning Narratives Enhance Large Vision-Language Model Planner,"Junhao Shi, Zhaoye Fei, Siyin Wang, Qipeng Guo, Jingjing Gong, Xipeng Qiu",SD-4-2404,,"Exhibit Hall C,D,E",https://openreview.net/pdf/c4dfdf9e91cc4527c4c879b52d8cc8d352f626ce.pdf,6,39,
4217448,62,SeRL: Self-play Reinforcement Learning for Large Language Models with Limited Data,"Wenkai Fang, Shunyu Liu, Yang Zhou, Kongcheng Zhang, Tongya Zheng, Kaixuan Chen, Mingli Song, Dacheng Tao",SD-2-411,,"Exhibit Hall C,D,E",https://openreview.net/pdf/f20577e67650da84d5c9396fc93fb971782ca925.pdf,13,34,
3830405,61,BenchmarkCards: Standardized Documentation for Large Language Model Benchmarks,"Anna Sokol, Elizabeth Daly, Michael Hind, David Piorkowski, Xiangliang Zhang, Nuno Moniz, Nitesh Chawla",SD-3-1016,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2410.12974,5,9,
4162370,61,Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,"Yang Yue, Zhiqi Chen, Rui Lu, Andrew Zhao, Zhaokai Wang, Yang Yue, Shiji Song, Gao Huang",SD-3-1906,,"Exhibit Hall C,D,E",https://openreview.net/pdf/c3957c2dc397dd6f7bf1e3da21cebaeca53844af.pdf,50,89,
4112393,61,Why Do Multi-Agent LLM Systems Fail?,"Mert Cemri, Melissa Z Pan, Shuyi Yang, Lakshya A Agrawal, Bhavya Chopra, Rishabh Tiwari, Kurt Keutzer, Aditya Parameswaran, Dan Klein, ..., Ion Stoica",SD-3-110,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2503.13657,11,13,
4215631,60,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,"Jialong Zhou, Lichao Wang, Xiao Yang",SD-1-1105,,"Exhibit Hall C,D,E",https://openreview.net/pdf/12984819e947af4200e71748ef8d3b07f7b029cd.pdf,1,3,
4220413,60,3DLLM-Mem: Long-Term Spatial-Temporal Memory for Embodied 3D Large Language Model,"Wenbo Hu, Yining Hong, Yanjun Wang, Leison Gao, Zibu Wei, Xingcheng Yao, Nanyun Peng, Yonatan Bitton, Idan Szpektor, Kai-Wei Chang",SD-4-4806,,"Exhibit Hall C,D,E",https://openreview.net/pdf/8e3474ff3b680185f73a397352845c1347b77d73.pdf,8,22,
4427549,59,VAGEN: Reinforcing World Model Reasoning for Multi-Turn VLM Agents,"Kangrui Wang, Pingyue Zhang, Zihan Wang, Yaning Gao, Linjie Li, Qineng Wang, Hanyang Chen, Yiping Lu, Zhengyuan Yang, ..., Manling Li",SD-1-5502,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ed11882b04656406635941c99bb0b5dbf475a088.pdf,6,28,
4215876,59,Win Fast or Lose Slow: Balancing Speed and Accuracy in Latency-Sensitive Decisions of LLMs,"Hao Kang, Qingru Zhang, Han Cai, Weiyuan Xu, Tushar Krishna, Yilun Du, Tsachy Weissman",SD-2-303,,"Exhibit Hall C,D,E",https://openreview.net/pdf/13fb7451afdc5c8796e7166332feddd0c8a38f8e.pdf,0,3,
4252788,59,Unveiling the Learning Mind of Language Models: A Cognitive Framework and Empirical Study,"Zhengyu Hu, Jianxun Lian, Zheyuan Xiao, Seraphina Zhang, Tianfu Wang, Nicholas Jing Yuan, Xing Xie, Hui Xiong",SD-4-1905,,"Exhibit Hall C,D,E",https://openreview.net/pdf/0ced283865c2dd5717208f09588d27256b2fa260.pdf,2,11,
4441390,59,Self-Guided Hierarchical Exploration for Generalist Foundation Model Web Agents,"Qianlan Yang, Xiangjun Wang, Danielle Perszyk, Yu-Xiong Wang",SD-4-5211,,"Exhibit Hall C,D,E",https://openreview.net/pdf/23935fe967684b7bdc286739474d07c94da9cc76.pdf,0,2,
4226840,58,Predicting Empirical AI Research Outcomes with Language Models,"Jiaxin Wen, Chenglei Si, Chen Yueh-Han, He He, Shi Feng",SD-1-2413,,"Exhibit Hall C,D,E",https://openreview.net/pdf/149b9e435472a05ff9bc8f5c3138e681d73132fd.pdf,6,10,
4036748,58,Generating Computational Cognitive models using Large Language Models,"Milena Rmus, Akshay Kumar Jagadish, Marvin Mathony, Tobias Ludwig, Eric Schulz",SD-1-2010,,"Exhibit Hall C,D,E",https://openreview.net/pdf/71914784b067b8a89e5ba9e648c3f3fe0bef8659.pdf,6,17,
4117634,58,AutoRedTeamer: Autonomous Red Teaming with Lifelong Attack Integration,"Andy Zhou, Kevin Wu, Francesco Pinto, Zhaorun Chen, Yi Zeng, Yu Yang, Shuang Yang, Sanmi Koyejo, James Zou, Bo Li",SD-4-903,,"Exhibit Hall C,D,E",https://openreview.net/pdf/e53fb762e883d79a783bab07668988038d9e5162.pdf,5,12,
4205669,57,ChartMuseum: Testing Visual Reasoning Capabilities of Large Vision-Language Models,"Liyan Tang, Grace Kim, Xinyu Zhao, Thom Lake, Wenxuan Ding, Fangcong Yin, Prasann Singhal, Manya Wadhwa, Zeyu Liu, ..., Greg Durrett",SD-1-4709,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.13444,5,11,
3891571,57,Safe + Safe = Unsafe? Exploring How Safe Images Can Be Exploited to Jailbreak Large Vision-Language Models,"Chenhang Cui, Gelei Deng, An Zhang, Jingnan Zheng, Yicong Li, Lianli Gao, Tianwei Zhang, Tat-Seng Chua",SD-1-5510,,"Exhibit Hall C,D,E",https://openreview.net/pdf/8babb592735eb9e46455028c5428dfc816f08161.pdf,9,17,
4276950,57,Reasoning as an Adaptive Defense for Safety,"Taeyoun Kim, Fahim Tajwar, Aditi Raghunathan, Aviral Kumar",SD-1-405,,"Exhibit Hall C,D,E",https://openreview.net/pdf/c036ebd40ea82ab94b9badc0028faf7e94456ca1.pdf,6,15,
4441794,57,Delving into Large Language Models for Effective Time-Series Anomaly Detection,"Junwoo Park, Kyudan Jung, Dohyun Lee, Hyuck Lee, Daehoon Gwak, ChaeHun Park, Jaegul Choo, Jaewoong Cho",SD-3-2410,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ff3e7df135cd4038ebbe31199752645c9946fa1e.pdf,1,3,
4237109,57,SPRINT: Enabling Interleaved Planning and Parallelized Execution in Reasoning Models,"Emil Biju, Shayan Talaei, Zhemin Huang, Mohammadreza Pourreza, Azalia Mirhoseini, Amin Saberi",SD-3-4317,,"Exhibit Hall C,D,E",https://openreview.net/pdf/2ac09a3b4dda169b90bb239fc45cb980a8bc3efd.pdf,3,4,
4212865,55,AdaReasoner: Adaptive Reasoning Enables More Flexible Thinking,"Xiangqi Wang, Yue Huang, Yanbo Wang, Xiaonan Luo, Kehan Guo, Yujun Zhou, Xiangliang Zhang",SD-1-5418,,"Exhibit Hall C,D,E",https://openreview.net/pdf/dd1128b101a8e529cfa219b76424da7861923e32.pdf,0,7,
4046520,55,SiriuS: Self-improving Multi-agent Systems via Bootstrapped Reasoning,"Wanjia Zhao, Mert Yuksekgonul, Shirley Wu, James Zou",SD-1-5406,,"Exhibit Hall C,D,E",https://openreview.net/pdf/856c35f60eccff17ac8726de9ca5f7fbf9bcf3ee.pdf,5,7,
4227413,55,Incentivizing LLMs to Self-Verify Their Answers,"Fuxiang Zhang, Jiacheng Xu, Chaojie Wang, Ce Cui, Yang Liu, Bo An",SD-2-313,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ea6649a9cfb1c181a137632923e930e4e14e6ad3.pdf,12,28,
4202599,55,Time Travel is Cheating: Going Live with DeepFund for Real-Time Fund Investment Benchmarking,"Changlun Li, Yao SHI, Chen Wang, Qiqi Duan, Runke RUAN, Weijie Huang, Haonan Long, Lijun Huang, Nan Tang, Yuyu Luo",SD-2-2407,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.11065,0,2,
4206980,55,MLZero: A Multi-Agent System for End-to-end Machine Learning Automation,"Haoyang Fang, Boran Han, Nick Erickson, Xiyuan Zhang, Su Zhou, Anirudh Dagar, Jiani Zhang, Ali Caner Turkmen, Cuixiong Hu, ..., George Karypis",SD-4-1503,,"Exhibit Hall C,D,E",https://openreview.net/pdf/55f28109c8ee532fe1c950142c23f6efd636a79e.pdf,6,10,
4046203,55,Training Language Models to Reason Efficiently,"Daman Arora, Andrea Zanette",SD-4-3600,,"Exhibit Hall C,D,E",https://openreview.net/pdf/c169ad531f568624e1f7af8211b9ff6b12391b63.pdf,25,52,
4259462,55,Compiler-R1: Towards Agentic Compiler Auto-tuning with Reinforcement Learning,"Haolin Pan, Hongyu Lin, Haoran Luo, Yang Liu, Kaichun Yao, Libo Zhang, Mingjie Xing, Yanjun Wu",SD-5-410,,"Exhibit Hall C,D,E",https://openreview.net/pdf/7b8e4f95272ab1e9e3900b30ef9647d058b6b034.pdf,2,12,
4433922,55,PhysVLM-AVR: Active Visual Reasoning for Multimodal Large Language Models in Physical Environments,"Weijie Zhou, Xuantang Xiong, Yi Peng, Manli Tao, Chaoyang Zhao, Honghui Dong, Ming Tang, Jinqiao Wang",SD-6-3601,,"Exhibit Hall C,D,E",https://openreview.net/pdf/89b1018647a9f5681e3ad0ed184e80229e3997ee.pdf,2,21,
4250143,53,LiveCodeBench Pro: How Do Olympiad Medalists Judge LLMs in Competitive Programming?,"Zihan Zheng, Zerui Cheng, Zeyu Shen, Shang Zhou, Kaiyuan Liu, Hansen He, Dongruixuan Li, Stanley Wei, Hangyi Hao, ..., Saining Xie",SD-2-2408,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.11928,4,6,
4214984,53,RvLLM: LLM Runtime Verification with Domain Knowledge,"Yedi Zhang, Sun Yi Emma, Annabelle Lee Jia En, Jin Song Dong",SD-4-1408,,"Exhibit Hall C,D,E",https://openreview.net/pdf/e99cb11cda9beb3092445ecb739b48abb0369ac9.pdf,2,3,
4208823,53,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,"Andy Zhang, Joey Ji, Celeste Menders, Riya Dulepet, Thomas Qin, Ron Wang, Junrong Wu, Kyleen Liao, Jiliang Li, ..., Percy Liang",SD-5-2302,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.15216,3,6,
4430995,53,Lookahead Routing for Large Language Models,"Canbin Huang, Tianyuan Shi, Yuhua Zhu, Ruijun Chen, Xiaojun Quan",SD-6-3603,,"Exhibit Hall C,D,E",https://openreview.net/pdf/552fece3eff509f39e0f54fafd8aafc36248c8a8.pdf,0,10,
4251406,53,DRIFT: Dynamic Rule-Based Defense with Injection Isolation for Securing LLM Agents,"Hao Li, Xiaogeng Liu, CHIU Hung Chun, Dianqi Li, Ning Zhang, Chaowei Xiao",SD-6-1101,,"Exhibit Hall C,D,E",https://openreview.net/pdf/7e05f767d463d43be3b045378b14be5760ea2fc1.pdf,3,5,
4433998,52,"Adjacent Words, Divergent Intents: Jailbreaking Large Language Models via Task Concurrency","Yukun Jiang, Mingjie Li, Michael Backes, Yang Zhang",SD-1-1104,,"Exhibit Hall C,D,E",https://openreview.net/pdf/7e13bf73f0b1b45f44c038b630279494b0220174.pdf,2,11,
4177289,52,Iterative Tool Usage Exploration for Multimodal Agents via Step-wise Preference Tuning,"Pengxiang Li, Zhi Gao, Bofei Zhang, Yapeng Mi, Xiaojian Ma, Chenrui Shi, Tao Yuan, Yuwei Wu, Yunde Jia, ..., Qing Li",SD-2-4818,,"Exhibit Hall C,D,E",https://openreview.net/pdf/a3ae43bcdfe712b2361e4ab5254bbce2bcc0dd95.pdf,0,11,
4400137,52,DyFlow: Dynamic Workflow Framework for Agentic Reasoning,"Yanbo Wang, Zixiang Xu, Yue Huang, Xiangqi Wang, Zirui Song, Lang Gao, Chenxi Wang, Xiangru Tang, Yue Zhao, ..., Xiuying Chen",SD-3-5207,,"Exhibit Hall C,D,E",https://openreview.net/pdf/705f64f765b412ab6e17c0dc9c9146763c3e63fe.pdf,0,1,
4221773,52,MathArena: Evaluating LLMs on Uncontaminated Math Competitions,"Mislav Balunovic, Jasper Dekoninck, Ivo Petrov, Nikola JovanoviÄ, Martin Vechev",SD-3-2508,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.23281,7,10,
4216036,51,SynLogic: Synthesizing Verifiable Reasoning Data at Scale for Learning Logical Reasoning and Beyond,"Junteng Liu, Yuanxiang Fan, Jiang Zhuo, Han Ding, Yongyi Hu, Chi Zhang, Yiqi Shi, Shitong Weng, Aili Chen, ..., Junxian He",SD-2-1814,,"Exhibit Hall C,D,E",https://openreview.net/pdf/b5b93e7b533135e2ad1d72d22e3a481324c2a73d.pdf,4,7,
4218336,51,Breaking the Performance Ceiling in Reinforcement Learning requires Inference Strategies,"Felix Chalumeau, Daniel Rajaonarivonivelomanantsoa, Ruan John de Kock, Juan Claude Formanek, Sasha Abramowitz, Omayma Mahjoub, Wiem Khlifi, Simon Verster Du Toit, Louay Ben Nessir, ..., Arnu Pretorius",SD-3-311,,"Exhibit Hall C,D,E",https://openreview.net/pdf/5d59ea40926886752f5ab100ab83a383587e3e1e.pdf,10,24,
4213056,51,L-MTP: Leap Multi-Token Prediction Beyond Adjacent Context for Large Language Models,"Xiaohao Liu, Xiaobo Xia, Weixiang Zhao, Manyi Zhang, Xianzhi Yu, Xiu Su, Shuo Yang, See-Kiong Ng, Tat-Seng Chua",SD-4-1911,,"Exhibit Hall C,D,E",https://openreview.net/pdf/03edf649a9f42cdf6d921cb59599e7130120540a.pdf,3,10,
4280020,51,"AI Research Agents for Machine Learning: Search, Exploration, and Generalization in MLE-bench","Edan Toledo, Karen Hambardzumyan, Martin Josifoski, RISHI HAZRA, Nicolas Baldwin, Alexis Audran-Reiss, Michael Kuchnik, Despoina Magka, Minqi Jiang, ..., Yoram Bachrach",SD-4-2808,,"Exhibit Hall C,D,E",https://openreview.net/pdf/a22e34894b1de174131d79168e9a32bf5fefd3a5.pdf,3,14,
4068345,51,SuperGPQA: Scaling LLM Evaluation across 285 Graduate Disciplines,"Xeron Du, Yifan Yao, Kaijing Ma, Bingli Wang, Tianyu Zheng, Zhu, Minghao Liu, Yiming Liang, Xiaolong Jin, ..., Ge Zhang",SD-4-5103,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2502.14739,4,8,
4429070,51,CLAWS:Creativity detection for LLM-generated solutions using Attention Window of Sections,"Keuntae Kim, Eunhye Jeong, Sehyeon Lee, Seohee Yoon, Yong Suk Choi",SD-6-3709,,"Exhibit Hall C,D,E",https://openreview.net/pdf/bcb703c11665128fb39f34dfd53237d4a3431b28.pdf,1,2,
4202354,50,PoE-World: Compositional World Modeling with Products of Programmatic Experts,"Wasu Top Piriyakulkij, Yichao Liang, Hao Tang, Adrian Weller, Marta Kryven, Kevin Ellis",SD-4-508,,"Exhibit Hall C,D,E",https://openreview.net/pdf/1983f2216c20adc421975e0092eb41f2ac1d93fa.pdf,14,39,
4208884,49,Web-Shepherd: Advancing PRMs for Reinforcing Web Agents,"Hyungjoo Chae, Sunghwan Kim, Junhee Cho, Seungone Kim, Seungjun Moon, Gyeom Hwangbo, Dongha Lim, Minjin Kim, Yeonjun Hwang, ..., Jinyoung Yeo",SD-1-5402,,"Exhibit Hall C,D,E",https://openreview.net/pdf/db46564195dad40b9b174514d7d03b0336d2a8eb.pdf,3,6,
4238651,49,RoboCerebra: A Large-scale Benchmark for Long-horizon Robotic Manipulation Evaluation,"Songhao Han, Boxiang Qiu, Yue Liao, Siyuan Huang, Chen Gao, Shuicheng Yan, Si Liu",SD-2-611,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.06677,8,46,
4191708,49,MLE-Dojo: Interactive Environments for Empowering LLM Agents in Machine Learning Engineering,"Rushi Qiang, Yuchen Zhuang, Yinghao Li, Dingu Sagar V K, Rongzhi Zhang, ChangHao Li, Ian Wong, Sherry Yang, Percy Liang, ..., Bo Dai",SD-2-2405,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.07782,6,17,
4246110,49,"Scientists' First Exam: Probing Cognitive Abilities of MLLM via Perception, Understanding, and Reasoning","Yuhao Zhou, Yiheng Wang, Xuming He, Ruoyao Xiao, Zhiwei Li, Qiantai Feng, Zijie Guo, Yuejin Yang, Hao Wu, ..., LEI BAI",SD-2-5200,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.10521,2,6,
4441970,49,ORIGAMISPACE: Benchmarking Multimodal LLMs in Multi-Step Spatial Reasoning with Mathematical Constraints,"Rui Xu, Dakuan Lu, Zicheng Zhao, Xiaoyu Tan, Xintao Wang, Siyu Yuan, Jiangjie Chen, Xu Yinghui",SD-3-5505,,"Exhibit Hall C,D,E",https://openreview.net/pdf/2bc8b445588504ed12b491f7cc33f033191ae2ad.pdf,1,6,
4073191,49,Logic.py: Bridging the Gap between LLMs and Constraint Solvers,"Pascal Kesseli, Peter O'Hearn, Ricardo Silveira Cabral",SD-5-700,,"Exhibit Hall C,D,E",https://openreview.net/pdf/a811f4bc76e7ad2fcf67bc0ce62afd3123512b8d.pdf,4,5,
4263732,49,"OMEGA: Can LLMs Reason Outside the Box in Math? Evaluating Exploratory, Compositional, and Transformative Generalization","Yiyou Sun, Shawn Hu, Georgia Zhou, Ken Zheng, Hanna Hajishirzi, Nouha Dziri, Dawn Song",SD-6-4912,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.18880,4,9,
4166440,48,TTRL: Test-Time Reinforcement Learning,"Yuxin Zuo, Kaiyan Zhang, Li Sheng, Shang Qu, Ganqu Cui, Xuekai Zhu, Haozhan Li, Yuchen Zhang, Xinwei Long, ..., Bowen Zhou",SD-1-5419,,"Exhibit Hall C,D,E",https://openreview.net/pdf/3ff432e912f7ed9bbbacf9a7a16d7e5af88d721a.pdf,14,33,
4062153,48,Atom of Thoughts for Markov LLM Test-Time Scaling,"Fengwei Teng, Quan Shi, Zhaoyang Yu, Jiayi Zhang, Yuyu Luo, Chenglin Wu, Zhijiang Guo",SD-1-1907,,"Exhibit Hall C,D,E",https://openreview.net/pdf/aee7e5e0ac85edb676698e634deccc28c92e1407.pdf,14,19,
3443861,48,OmniBench: Towards The Future of  Universal Omni-Language Models,"Yizhi LI, Ge Zhang, Yinghao Ma, Ruibin Yuan, King Zhu, Hangyu Guo, Yiming Liang, Jiaheng Liu, Noah Wang, ..., Chenghua Lin",SD-2-5201,,"Exhibit Hall C,D,E",https://openreview.net/pdf/c52922a7cb62ce2d159c41efd473976ed5a5693f.pdf,9,22,
580056,48,MME: A Comprehensive Evaluation Benchmark for Multimodal Large Language Models,"Chaoyou Fu, Peixian Chen, Yunhang Shen, Yulei Qin, Mengdan Zhang, Xu Lin, Jinrui Yang, Xiawu Zheng, Ke Li, ..., Ran He",SD-2-4503,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2306.13394,4,9,
4442829,48,Revolutionizing Training-Free NAS: Towards Efficient Automatic Proxy Discovery via Large Language Models,"Haidong Kang, Lihong Lin, Hanling Wang",SD-5-3302,,"Exhibit Hall C,D,E",https://openreview.net/pdf/f5967a55faa0ccebb78581f66e96dad4d59eb767.pdf,2,3,
4442252,48,EnCompass: Enhancing Agent Programming with Search Over Program Execution Paths,"Zhening Li, Armando Solar-Lezama, Yisong Yue, Stephan Zheng",SD-6-2410,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ec254672c2c5013801b6522a08e51c829a7ef814.pdf,0,3,
4204808,47,RealMath: A Continuous Benchmark for Evaluating Language Models on Research-Level Mathematics,"Jie Zhang, Cezara Petrui, Kristina NikoliÄ, Florian Tramer",SD-3-1512,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.12575,8,9,
4441536,47,CTRL-ALT-DECEIT Sabotage Evaluations for Automated AI R&D,"Francis Rhys Ward, Teun van der Weij, Hanna GÃ¡bor, Sam Martin, Raja Mehta Moreno, Harel Lidar, Louis Makower, Thomas Jodrell, Lauren Robson",SD-3-1208,,"Exhibit Hall C,D,E",https://openreview.net/pdf/5ba46eb607f50910cda80a0bfc28f6c4f5b9c656.pdf,8,12,
4076227,47,Towards Thinking-Optimal Scaling of Test-Time Compute for LLM Reasoning,"Wenkai Yang, Shuming Ma, Yankai Lin, Furu Wei",SD-5-2315,,"Exhibit Hall C,D,E",https://openreview.net/pdf/a85740fc42f5b0086b031316724925f3d39daa30.pdf,8,13,
4224431,47,AREAL: A Large-Scale Asynchronous Reinforcement Learning System for Language Reasoning,"Wei Fu, Jiaxuan Gao, Xujie Shen, Chen Zhu, Zhiyu Mei, Chuyi He, Shusheng Xu, Guo Wei, Jun Mei, ..., Yi Wu",SD-6-514,,"Exhibit Hall C,D,E",https://openreview.net/pdf/1b2829a8cfd93ca52bca9bf2c38c826016159024.pdf,10,14,
4206973,46,RLVR-World: Training World Models with Reinforcement Learning,"Jialong Wu, Shaofeng Yin, Ningya Feng, Mingsheng Long",SD-4-1301,,"Exhibit Hall C,D,E",https://openreview.net/pdf/4b0d2935ed4554453743ecdcf099e0d679355328.pdf,11,35,
4280296,46,Generalizing Verifiable Instruction Following,"Valentina Pyatkin, Saumya Malik, Victoria Graf, Hamish Ivison, Shengyi Huang, Pradeep Dasigi, Nathan Lambert, Hanna Hajishirzi",SD-5-412,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2507.02833,6,17,
4425565,46,A Theoretical Study on Bridging Internal Probability and Self-Consistency for LLM Reasoning,"Zhi Zhou, Yuhao Tan, Zenan Li, Yuan Yao, Lan-Zhe Guo, Yu-Feng Li, Xiaoxing Ma",SD-6-1900,,"Exhibit Hall C,D,E",https://openreview.net/pdf/73a0607365582aedefc2167e27fb239c96092223.pdf,2,6,
4325513,46,SE-Agent: Self-Evolution Trajectory Optimization in Multi-Step Reasoning with LLM-Based Agents,"Yifu Guo, Jiaye Lin, Huacan Wang, Yuzhen Han, Sen Hu, Ziyi Ni, Licheng Wang, Mingguang Chen",SD-6-1911,,"Exhibit Hall C,D,E",https://openreview.net/pdf/814cd78232da3150c1f91b29920f4f2e4d70fb3c.pdf,7,15,
3941824,45,Sloth: scaling laws for LLM skills to predict multi-benchmark performance across families,"Felipe Maia Polo, Seamus Somerstep, Leshem Choshen, Yuekai Sun, Mikhail Yurochkin",SD-1-1306,,"Exhibit Hall C,D,E",https://openreview.net/pdf/82fec2c6ee0cec1161d232d81bfad1d63de8fd54.pdf,4,5,
4137831,45,AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems,"Yingxuan Yang, Huacan Chai, Shuai Shao, Yuanyi Song, Siyuan Qi, Renting Rui, Weinan Zhang",SD-1-1600,,"Exhibit Hall C,D,E",https://openreview.net/pdf/38bdf6e7191adba7391b1fde1ad37e27887b2bac.pdf,4,7,
4441577,45,DynaAct: Large Language Model Reasoning with Dynamic Action Spaces,"Xueliang Zhao, Wei Wu, Jian Guan, Qintong Li, Lingpeng Kong",SD-4-5304,,"Exhibit Hall C,D,E",https://openreview.net/pdf/45820087f0186edb228a8b251bb2af4a3cca38b5.pdf,0,7,
4442067,45,GraphChain: Large Language Models for Large-scale Graph Analysis via Tool Chaining,"Chunyu Wei, Wenji Hu, Xingjia Hao, Xin Wang, Yifan Yang, Yunhai Wang, Yang Tian, Yueguo Chen",SD-5-312,,"Exhibit Hall C,D,E",https://openreview.net/pdf/d184d257f33dec6f932171111d977423bd83f8ef.pdf,0,0,
4093957,45,Can LLMs Outshine Conventional Recommenders? A Comparative Evaluation,"Qijiong Liu, Jieming Zhu, Lu Fan, Kun Wang, Hengchang Hu, Wei Guo, Yong Liu, Xiao-Ming Wu",SD-5-5200,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2503.05493,4,8,
4222209,45,TiRex: Zero-Shot Forecasting Across Long and Short Horizons with Enhanced In-Context Learning,"Andreas Auer, Patrick Podest, Daniel Klotz, Sebastian BÃ¶ck, GÃ¼nter Klambauer, Sepp Hochreiter",SD-6-2404,,"Exhibit Hall C,D,E",https://openreview.net/pdf/1608428ae182161621e0d5c0fae3d6b608a7acaa.pdf,3,6,
4244850,44,Multiverse: Your Language Models Secretly Decide How to Parallelize and Merge Generation,"Xinyu Yang, Yuwei An, Hongyi Liu, Tianqi Chen, Beidi Chen",SD-3-3704,,"Exhibit Hall C,D,E",https://openreview.net/pdf/5f50a250befd3553dd40112c1a440f86b36737da.pdf,1,11,
